ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
26535,7.1,7.7,5,202,4,0,0,sales,medium,0
26536,5.9,6.6,4,196,3,0,0,sales,medium,0
26537,1.3,9.1,3,159,5,0,0,sales,medium,0
26538,8.7,6.2,4,186,3,0,0,accounting,high,0
26539,7.9,9.1,4,236,2,0,0,hr,low,0
26540,8.3,5.7,4,242,4,0,0,hr,medium,0
26541,2.9,8.1,4,199,6,0,0,technical,low,0
26542,4.3,8.5,7,178,2,0,0,technical,low,0
26543,3.1,6.4,7,193,2,1,0,technical,low,0
26544,8.8,8.8,4,163,3,0,0,technical,low,0
26545,7.2,7.2,6,204,4,0,0,technical,low,0
26546,8.2,7.1,5,174,4,0,0,support,low,0
26547,1.5,5.2,5,275,6,0,0,support,low,0
26548,1.6,8.8,7,228,3,0,0,support,low,0
26549,8.5,8.9,5,261,2,0,0,support,low,0
26550,5.3,8.5,6,171,2,0,0,technical,medium,0
26551,5,6,4,280,3,1,0,management,medium,0
26552,8.2,5.9,4,259,3,0,0,IT,medium,0
26553,6.4,3.8,7,225,3,0,0,IT,medium,0
26554,6.6,9.2,3,112,4,0,0,product_mng,medium,0
26555,7.1,3.6,5,288,4,1,0,product_mng,high,0
26556,6.1,6.3,4,260,4,0,0,IT,low,0
26557,5.2,8.9,6,203,4,0,0,RandD,medium,0
26558,10,7.6,6,211,3,0,0,management,low,0
26559,4.8,5,5,183,3,0,0,sales,low,0
26560,7.7,8.6,6,292,4,0,0,sales,low,0
26561,7.6,8,3,229,4,1,0,sales,low,0
26562,6.8,4.1,4,116,6,0,0,sales,low,0
26563,7.3,8.1,5,255,2,0,0,sales,low,0
26564,9.5,7.1,4,273,2,1,0,sales,medium,0
26565,7,6.7,5,191,3,0,0,accounting,medium,0
26566,9.8,8.9,5,179,3,0,0,technical,medium,0
26567,5.2,9.2,4,160,2,1,0,technical,medium,0
26568,9.7,5.3,5,205,4,0,0,technical,low,0
26569,5.9,9.8,4,165,3,0,0,support,medium,0
26570,5.2,8,6,267,3,0,0,support,medium,0
26571,7.3,9.6,3,161,3,0,0,technical,medium,0
26572,9.5,5.9,5,245,3,0,0,IT,medium,0
26573,6.4,7.2,6,168,3,0,0,IT,medium,0
26574,8.5,6.3,4,177,3,0,0,product_mng,medium,0
26575,8.7,5.9,6,271,3,0,0,IT,medium,0
26576,7.8,9.1,4,248,2,0,0,RandD,high,0
26577,7.6,7.4,5,245,3,0,0,RandD,high,0
26578,3.5,7,4,117,3,0,0,RandD,high,0
26579,8.8,5.9,7,253,4,0,0,RandD,high,0
26580,7.8,7.9,6,243,3,1,0,RandD,high,0
26581,9.1,5.3,4,157,4,1,0,support,high,0
26582,6.4,6.7,4,175,3,0,0,sales,low,0
26583,6.7,6.6,7,282,3,0,0,sales,low,0
26584,8.6,5.1,5,162,3,1,0,sales,low,0
26585,8.5,7.9,4,166,3,0,0,sales,medium,0
26586,8.5,5.4,5,184,2,0,0,hr,medium,0
26587,5.8,8,4,191,4,0,0,technical,high,0
26588,6.1,5.9,4,247,2,0,0,technical,high,0
26589,6.2,9.7,6,190,2,0,0,technical,high,0
26590,7.5,7.3,4,235,4,0,0,support,low,0
26591,7.2,6.6,4,170,3,0,0,support,medium,0
26592,5.7,4.5,4,199,2,0,0,technical,medium,0
26593,8.1,5.2,4,265,5,0,0,IT,medium,0
26594,9.5,4.9,5,239,3,0,0,product_mng,medium,0
26595,8.1,5.2,5,280,3,0,0,RandD,medium,0
26596,7,8.3,6,271,4,0,0,RandD,high,0
26597,6.6,6.4,5,214,2,0,0,RandD,low,0
26598,5.1,5,4,157,4,0,0,sales,medium,0
26599,6.6,4,3,165,5,1,0,support,medium,0
26600,5.2,5.6,5,235,2,0,0,marketing,medium,0
26601,9.6,5.3,6,234,4,0,0,sales,low,0
26602,8,5.8,6,137,3,0,0,sales,low,0
26603,9.6,8.1,5,221,3,0,0,sales,high,0
26604,9.4,5.7,5,261,2,1,0,sales,medium,0
26605,5.4,8,4,242,2,0,0,accounting,high,0
26606,6.6,6.9,5,208,3,1,0,hr,medium,0
26607,7.3,7.3,6,259,3,0,0,technical,medium,0
26608,7,7.1,6,279,3,0,0,technical,low,0
26609,5.3,6.8,5,224,3,0,0,technical,medium,0
26610,9,9.4,5,241,3,0,0,technical,medium,0
26611,8.5,5.5,5,243,2,1,0,technical,low,0
26612,7.9,9.7,6,197,3,0,0,support,low,0
26613,6.9,6.9,5,177,3,1,0,support,low,0
26614,6.8,10,6,213,2,0,0,support,low,0
26615,6.5,7,4,151,4,0,0,support,low,0
26616,1.7,8.8,7,236,3,1,0,technical,high,0
26617,5.7,4.9,5,257,2,0,0,management,low,0
26618,8,6.7,4,174,3,0,0,IT,high,0
26619,8,6,6,244,2,0,0,IT,low,0
26620,6.8,5.9,4,151,3,0,0,product_mng,medium,0
26621,6.8,5.5,4,223,3,0,0,product_mng,medium,0
26622,9.5,6.1,4,174,3,0,0,RandD,medium,0
26623,7.4,9.8,6,210,3,0,0,sales,medium,0
26624,3.7,8.8,5,165,3,0,0,sales,medium,0
26625,9,5.1,5,224,2,0,0,sales,low,0
26626,9.7,6.5,4,191,3,0,0,sales,low,0
26627,6,7.7,5,239,2,0,0,sales,low,0
26628,5.8,7.9,6,272,2,0,0,sales,high,0
26629,6.9,9,6,236,4,0,0,sales,high,0
26630,1.8,6.4,4,233,4,1,0,sales,low,0
26631,7.6,8.1,4,235,3,0,0,technical,medium,0
26632,2.6,9,5,276,5,0,0,technical,medium,0
26633,5.3,4.5,5,190,3,0,0,technical,medium,0
26634,7.9,8.3,3,202,3,0,0,support,low,0
26635,5.7,9.6,5,274,2,0,0,support,low,0
26636,6,8.2,5,282,3,0,0,support,low,0
26637,5.7,5,5,240,2,0,0,technical,low,0
26638,8.8,8.7,6,267,3,0,0,IT,medium,0
26639,8.3,5.4,5,229,3,0,0,product_mng,medium,0
26640,8.8,6.7,6,151,2,0,0,product_mng,medium,0
26641,9,8.5,6,172,2,0,0,product_mng,medium,0
26642,6.3,5,5,245,3,0,0,RandD,medium,0
26643,5.8,10,5,268,3,0,0,support,medium,0
26644,7.3,7.8,6,160,3,0,0,sales,low,0
26645,2,4.9,6,209,5,0,0,sales,low,0
26646,8.3,8,4,283,3,0,0,sales,low,0
26647,8.7,5.6,3,224,3,1,0,sales,low,0
26648,10,8.1,6,253,3,0,0,sales,low,0
26649,6.2,8.8,6,156,3,0,0,sales,low,0
26650,4.4,5.7,6,193,2,1,0,sales,low,0
26651,2.5,9.7,4,168,3,0,0,sales,low,0
26652,6.8,10,5,177,2,0,0,sales,low,0
26653,3.8,5,3,197,2,1,0,sales,medium,0
26654,2.6,4.5,3,167,3,0,0,accounting,medium,0
26655,8.6,8.3,6,218,2,1,0,hr,medium,0
26656,1.4,6.8,5,283,5,1,0,hr,medium,0
26657,5.8,6.3,5,169,3,0,0,technical,medium,0
26658,7.3,6.2,5,220,4,0,0,technical,medium,0
26659,8.6,7.3,6,269,2,0,0,technical,medium,0
26660,5.9,7.3,4,169,3,1,0,technical,medium,0
26661,9,6,5,262,3,0,0,support,low,0
26662,8.9,9,5,163,3,0,0,support,low,0
26663,6.9,9.6,6,174,3,0,0,technical,low,0
26664,5.4,9.1,4,161,3,0,0,product_mng,medium,0
26665,8.1,7.5,6,180,3,1,0,product_mng,medium,0
26666,5,5.5,4,198,2,0,0,product_mng,medium,0
26667,9.3,7.4,5,211,3,1,0,IT,medium,0
26668,8.6,6.7,6,210,3,0,0,RandD,medium,0
26669,5.8,7,6,161,4,0,0,marketing,medium,0
26670,9.9,6.1,4,264,3,0,0,marketing,medium,0
26671,7.8,9.5,5,194,3,0,0,sales,low,0
26672,6,9.5,4,231,3,0,0,sales,low,0
26673,5.9,5.7,6,267,2,0,0,sales,low,0
26674,5.9,9.3,4,275,3,1,0,sales,low,0
26675,5.5,6.4,4,148,3,1,0,sales,low,0
26676,4.2,7.5,4,173,2,1,0,sales,low,0
26677,7.2,5.1,4,156,2,1,0,sales,low,0
26678,5.5,5.9,4,255,3,0,0,sales,low,0
26679,5.8,7.3,6,172,3,1,0,technical,medium,0
26680,5.6,4.8,5,207,3,1,0,technical,high,0
26681,8,7.9,4,227,3,0,0,technical,low,0
26682,6.6,9.2,5,239,2,0,0,technical,low,0
26683,1.4,6.8,6,263,5,0,0,support,low,0
26684,6.4,5.1,5,217,2,0,0,IT,low,0
26685,5.8,7.3,5,215,4,0,0,IT,low,0
26686,2.6,8.1,6,149,4,0,0,product_mng,medium,0
26687,8.9,7.3,5,181,4,0,0,RandD,medium,0
26688,2.9,7.7,4,174,6,0,0,RandD,medium,0
26689,9.4,9.1,4,260,3,1,0,management,low,0
26690,1.5,8.9,4,229,6,0,0,marketing,low,0
26691,9.2,6.7,5,171,4,1,0,marketing,low,0
26692,8,6.6,5,191,3,1,0,sales,low,0
26693,7.2,5.4,4,236,2,1,0,sales,low,0
26694,6.3,8.8,4,187,3,0,0,sales,low,0
26695,6.8,5.1,3,206,3,0,0,sales,low,0
26696,6.4,8.5,6,189,2,0,0,sales,low,0
26697,2.7,6.6,4,143,6,0,0,sales,low,0
26698,5.3,7.5,4,242,3,0,0,sales,low,0
26699,7.9,9.7,5,214,3,0,0,sales,medium,0
26700,9.6,4.9,5,262,3,1,0,sales,medium,0
26701,8,8,5,262,6,0,0,hr,medium,0
26702,10,8.5,4,212,2,0,0,hr,medium,0
26703,4.9,9.9,4,231,2,1,0,technical,medium,0
26704,1.6,8.4,4,248,6,0,0,technical,medium,0
26705,5.3,8.3,5,259,3,1,0,technical,low,0
26706,3,8,7,260,3,0,0,support,low,0
26707,1.5,6.1,4,156,6,1,0,technical,medium,0
26708,7.2,6.9,5,159,2,0,0,management,medium,0
26709,1.3,10,7,235,3,0,0,product_mng,medium,0
26710,4.4,7.4,5,260,6,0,0,RandD,medium,0
26711,9.6,5.5,5,163,3,0,0,RandD,medium,0
26712,1.4,7.6,6,270,6,0,0,technical,high,0
26713,10,9.7,4,226,3,1,0,sales,low,0
26714,1.6,7.4,6,215,4,1,0,sales,low,0
26715,9.4,8.7,4,239,3,0,0,sales,low,0
26716,6.5,8,5,174,4,0,0,sales,low,0
26717,7.4,7.4,6,185,3,0,0,sales,low,0
26718,5.4,6.7,3,139,3,1,0,sales,low,0
26719,9,9.6,3,268,2,0,0,sales,low,0
26720,6.2,6.2,5,146,2,0,0,sales,medium,0
26721,5.8,8.6,4,161,2,0,0,accounting,medium,0
26722,7.8,7.2,5,229,3,0,0,hr,medium,0
26723,7.4,6.7,6,150,3,0,0,hr,medium,0
26724,6.4,9.3,6,208,2,0,0,technical,high,0
26725,7,7.4,4,167,3,0,0,technical,high,0
26726,1.5,9.4,6,254,6,0,0,technical,high,0
26727,9.2,4.6,6,205,5,0,0,support,low,0
26728,1.9,9.3,4,120,4,0,0,technical,medium,0
26729,2.4,7.4,6,292,3,0,0,IT,medium,0
26730,9.6,7.8,3,294,3,0,0,RandD,medium,0
26731,5.1,9.4,5,257,2,0,0,management,medium,0
26732,8,7.7,4,181,2,0,0,marketing,medium,0
26733,5.6,3.9,6,273,4,0,0,marketing,medium,0
26734,9.6,8.4,5,282,4,1,0,sales,medium,0
26735,8.9,6.8,5,268,2,1,0,sales,low,0
26736,6.5,7.7,4,243,2,0,0,sales,high,0
26737,6.7,6.7,4,193,3,0,0,accounting,medium,0
26738,7.7,7.9,4,210,4,0,0,hr,medium,0
26739,8.8,6.5,5,234,2,0,0,hr,high,0
26740,8.5,5.1,4,163,4,0,0,technical,medium,0
26741,7.6,4.9,4,148,2,1,0,technical,medium,0
26742,9.1,9.7,5,193,3,0,0,support,low,0
26743,8.6,8.2,5,262,4,0,0,support,low,0
26744,5.2,4.7,7,151,5,1,0,support,low,0
26745,5.4,6,4,219,2,0,0,support,low,0
26746,7.8,8,5,207,3,1,0,technical,low,0
26747,1.5,6.7,5,274,3,0,0,IT,low,0
26748,7.4,3.7,7,210,3,0,0,product_mng,low,0
26749,9.6,9,4,171,3,0,0,product_mng,medium,0
26750,8.5,6.7,4,177,4,0,0,RandD,medium,0
26751,5.6,8.1,6,284,4,0,0,RandD,medium,0
26752,8.8,5.8,6,276,3,1,0,marketing,medium,0
26753,8.8,7.2,4,210,2,1,0,sales,medium,0
26754,9,8.8,5,215,2,0,0,sales,low,0
26755,5,9.7,5,279,3,0,0,sales,low,0
26756,4,5.9,4,217,6,0,0,sales,high,0
26757,6.9,9.7,6,115,4,0,0,sales,low,0
26758,6,7.8,5,162,3,1,0,technical,medium,0
26759,6.9,5.9,5,276,4,0,0,technical,medium,0
26760,3.6,9.4,4,123,5,1,0,technical,medium,0
26761,8.4,9,5,247,2,0,0,technical,low,0
26762,9.3,7.6,4,254,3,0,0,support,low,0
26763,5,8.7,4,262,2,0,0,support,low,0
26764,4.6,4.3,5,268,3,0,0,support,low,0
26765,6.7,6,5,220,3,0,0,support,low,0
26766,9.8,7.6,5,231,3,1,0,technical,low,0
26767,7.2,6.7,6,229,3,0,0,IT,low,0
26768,7.8,5.8,4,164,3,0,0,IT,low,0
26769,8.3,8,5,168,4,0,0,marketing,medium,0
26770,4.4,6.8,3,130,2,0,0,marketing,medium,0
26771,7.2,8,4,168,3,0,0,sales,medium,0
26772,8.2,4.9,6,195,3,0,0,sales,low,0
26773,1.8,8.4,5,241,5,0,0,sales,low,0
26774,5.7,6.4,3,216,3,0,0,accounting,low,0
26775,4.8,7.7,4,207,3,0,0,hr,medium,0
26776,7,5.5,5,266,4,0,0,hr,medium,0
26777,9.3,7.6,5,217,2,0,0,technical,medium,0
26778,7.2,9.4,5,245,3,0,0,technical,medium,0
26779,9.2,7.8,6,203,4,0,0,technical,high,0
26780,9.8,6.1,5,275,2,1,0,technical,medium,0
26781,8,7.3,6,145,3,0,0,support,medium,0
26782,6,7.2,5,277,4,0,0,support,low,0
26783,9.7,7.5,6,245,3,1,0,support,low,0
26784,6.5,5.5,6,225,2,0,0,IT,low,0
26785,8.2,7.8,6,241,2,1,0,IT,low,0
26786,7.5,6.9,3,267,2,1,0,product_mng,low,0
26787,5.9,9.8,5,208,3,0,0,product_mng,low,0
26788,1.6,5.2,4,110,4,0,0,support,medium,0
26789,6.5,6,6,170,3,0,0,technical,medium,0
26790,5.4,8.1,6,205,4,0,0,management,medium,0
26791,9.5,6.5,6,192,3,0,0,marketing,low,0
26792,6.2,5.7,4,184,2,0,0,sales,low,0
26793,10,9.5,4,203,6,0,0,sales,low,0
26794,9.1,9.1,7,177,2,1,0,sales,low,0
26795,8.1,6.7,5,235,3,0,0,sales,low,0
26796,8.7,6.8,6,197,3,0,0,sales,low,0
26797,4.1,8.6,7,225,5,0,0,sales,low,0
26798,8.1,6.1,5,152,4,0,0,sales,low,0
26799,6.3,5.6,5,238,3,0,0,accounting,low,0
26800,2.3,3.7,4,257,4,0,0,hr,medium,0
26801,5.2,6.3,4,235,3,0,0,hr,medium,0
26802,9,6.2,4,264,3,0,0,technical,medium,0
26803,6.8,7.6,4,200,3,1,0,technical,medium,0
26804,6,5.9,4,182,3,0,0,technical,medium,0
26805,2.8,8.3,6,289,4,0,0,technical,medium,0
26806,9.8,5.4,6,270,3,0,0,support,medium,0
26807,6.7,5.2,5,272,2,0,0,support,medium,0
26808,8.3,9,4,205,3,0,0,support,low,0
26809,5.4,8.6,5,215,5,0,0,support,low,0
26810,5.1,8.6,6,222,2,0,0,support,low,0
26811,7.3,7.4,6,240,3,0,0,support,low,0
26812,6.2,9.7,5,276,3,0,0,management,low,0
26813,5,8.5,3,153,3,0,0,IT,low,0
26814,8.6,6.8,5,180,2,0,0,IT,low,0
26815,6.8,5.2,6,213,3,0,0,IT,low,0
26816,8.6,8.8,5,230,2,0,0,product_mng,low,0
26817,4.3,4.1,5,200,3,0,0,product_mng,medium,0
26818,9.4,8,6,121,4,0,1,RandD,medium,0
26819,4.3,6,4,148,3,0,1,RandD,medium,0
26820,9.5,9.6,6,185,3,1,1,RandD,medium,0
26821,3.5,6.7,4,129,3,0,1,marketing,medium,0
26822,5,6,5,210,2,0,1,support,medium,0
26823,8,6.5,4,145,3,0,1,marketing,low,0
26824,7.7,7.7,4,229,2,0,0,sales,medium,0
26825,7,4.4,3,141,2,0,0,sales,low,0
26826,6.9,8,6,225,3,0,0,sales,low,0
26827,2.1,3.7,7,276,3,0,1,hr,medium,0
26828,7.5,5.5,3,194,2,0,0,support,low,0
26829,9.9,5.8,5,148,3,0,0,technical,low,0
26830,6.9,9.2,5,159,2,0,0,product_mng,medium,0
26831,7,9.8,5,204,2,0,0,IT,medium,0
26832,9.7,6,6,143,2,0,0,RandD,medium,0
26833,9.1,5.1,3,221,2,0,0,accounting,medium,0
26834,7.7,9.7,4,194,3,1,0,marketing,medium,0
26835,8.8,5.9,6,157,4,0,0,sales,high,0
26836,9.5,5.4,5,190,5,0,0,sales,high,0
26837,4.9,5.6,5,270,6,0,0,sales,low,0
26838,2,9.6,3,259,3,0,0,sales,low,0
26839,8.5,5.7,6,220,3,0,0,sales,low,0
26840,8.7,4.2,6,262,5,0,0,sales,low,0
26841,6.7,4.9,5,205,3,0,0,hr,low,0
26842,7.5,7.5,3,151,4,0,0,technical,medium,0
26843,3.9,9.9,7,245,6,0,0,technical,medium,0
26844,1.7,8.3,7,205,5,0,0,support,high,0
26845,2.4,8.9,6,238,4,1,0,support,high,0
26846,9.2,7.9,6,253,3,1,0,support,high,0
26847,7.5,7.6,5,264,4,0,0,support,low,0
26848,6.2,6.4,5,152,2,0,0,technical,low,0
26849,9.7,7.5,4,251,2,0,0,technical,low,0
26850,6.9,6.4,4,285,3,0,0,technical,low,0
26851,7.1,7.9,4,199,3,0,0,IT,medium,0
26852,8,9.4,5,151,3,1,0,product_mng,medium,0
26853,4.8,3.8,4,144,3,0,0,product_mng,medium,0
26854,6.4,4,4,258,3,0,0,product_mng,medium,0
26855,8.2,6.9,6,229,3,0,0,IT,medium,0
26856,6.8,6.7,5,145,2,0,0,accounting,medium,0
26857,6.3,5.6,6,296,4,0,0,marketing,medium,0
26858,5.5,6.4,4,111,2,1,0,sales,medium,0
26859,9.8,8.8,6,213,5,1,0,sales,medium,0
26860,5.8,7.5,5,263,2,0,0,sales,low,0
26861,4.9,7.7,3,264,2,0,0,sales,low,0
26862,6.9,9.8,4,224,2,0,0,sales,low,0
26863,8.7,4.9,5,159,2,0,0,sales,low,0
26864,1.2,7,5,286,4,0,0,sales,low,0
26865,6.5,8.4,5,257,4,0,0,accounting,high,0
26866,7.2,7.4,4,253,2,0,0,technical,high,0
26867,4.1,7,5,187,3,0,0,technical,medium,0
26868,8.5,8.6,4,241,3,0,0,support,medium,0
26869,4.9,4.8,5,259,3,0,0,support,medium,0
26870,7.3,5,5,234,4,1,0,support,low,0
26871,6.9,6.8,6,177,3,0,0,technical,low,0
26872,6.3,5.7,6,170,2,0,0,technical,low,0
26873,6.4,6.1,3,163,2,0,0,IT,low,0
26874,5.2,5.4,5,222,3,0,0,IT,low,0
26875,2,5.3,4,159,4,0,1,RandD,low,0
26876,9.7,6.1,5,177,3,0,1,accounting,high,0
26877,7.5,9.5,4,263,3,0,0,marketing,medium,0
26878,6.1,5,5,281,3,1,0,sales,medium,0
26879,6.1,6.8,5,254,3,0,0,sales,low,0
26880,4.8,5,5,189,3,0,0,sales,medium,0
26881,9.3,9.2,4,258,2,0,0,sales,medium,0
26882,7.8,5.8,4,234,2,0,0,sales,medium,0
26883,1.4,8.3,6,163,5,1,0,sales,medium,0
26884,7.7,8.2,4,157,4,0,0,sales,high,0
26885,8.8,9.5,4,147,3,0,0,sales,low,0
26886,9.5,5.6,6,204,2,0,0,sales,high,0
26887,6.5,6.5,5,234,3,0,0,sales,low,0
26888,9.8,9.1,5,283,2,0,0,hr,low,0
26889,9.9,5.6,7,138,4,0,0,technical,medium,0
26890,8.5,5.7,6,200,2,1,0,technical,medium,0
26891,6.3,9,4,152,3,0,0,support,medium,0
26892,8.8,7.7,5,178,4,0,0,support,medium,0
26893,8.3,8.4,4,259,2,0,0,support,medium,0
26894,6.6,9.5,5,193,3,0,0,technical,low,0
26895,6.2,6.6,4,218,3,0,0,management,low,0
26896,5.6,5.2,5,168,2,0,0,IT,low,0
26897,5.5,8.1,6,261,3,0,0,IT,low,0
26898,1.7,9.1,5,270,5,0,0,product_mng,low,0
26899,2.7,6.9,3,187,5,0,0,RandD,low,0
26900,8.6,5.3,5,170,2,1,0,sales,medium,0
26901,9.4,8.5,5,246,2,0,0,marketing,medium,0
26902,6,8.8,4,271,3,1,0,marketing,medium,0
26903,4.1,6.8,5,283,3,0,0,sales,medium,0
26904,7.1,8.8,5,276,3,0,0,sales,high,0
26905,6.6,8.5,4,276,5,0,0,sales,low,0
26906,6.2,5.4,4,152,2,0,0,sales,medium,0
26907,8.3,7.7,4,181,3,0,0,sales,low,0
26908,7.4,9.9,6,156,2,0,0,sales,low,0
26909,6.8,8.3,4,143,3,0,0,hr,low,0
26910,1.5,7,5,230,4,0,0,hr,low,0
26911,7,9.8,5,186,5,0,0,technical,low,0
26912,1.4,8.3,6,181,6,0,0,technical,medium,0
26913,4.8,8.9,4,271,2,0,0,support,medium,0
26914,5,8.5,5,234,6,0,0,support,high,0
26915,5.2,9.1,6,203,2,0,0,support,low,0
26916,8.5,7.9,4,227,2,0,0,technical,medium,0
26917,8.6,5.5,4,279,2,0,0,management,low,0
26918,9.8,7.2,4,262,2,0,0,IT,low,0
26919,6.2,5.8,4,202,2,0,0,IT,low,0
26920,7,6,5,168,3,0,0,product_mng,low,0
26921,8,9.3,4,270,3,0,0,product_mng,low,0
26922,5.9,6.5,5,173,3,1,0,RandD,low,0
26923,1.6,9.6,7,221,6,1,0,RandD,low,0
26924,8.4,8,4,161,3,1,0,RandD,low,0
26925,7.8,9.5,4,259,4,0,0,RandD,low,0
26926,7.9,5.9,6,207,4,0,0,technical,medium,0
26927,5.7,6.8,5,164,3,1,0,management,medium,0
26928,9.5,7.8,4,214,2,1,0,marketing,medium,0
26929,5,4,4,190,4,0,0,sales,medium,0
26930,5,7.8,7,148,3,0,0,sales,medium,0
26931,8.5,8.1,5,174,4,0,0,sales,medium,0
26932,2.1,7.7,7,225,4,0,0,sales,medium,0
26933,9.4,8.6,4,233,4,0,0,sales,medium,0
26934,7.7,6.5,5,278,3,0,0,sales,low,0
26935,6.2,4.9,4,168,2,0,0,sales,low,0
26936,7.8,4.9,4,234,3,0,0,sales,low,0
26937,7.4,5.3,6,151,2,0,0,accounting,low,0
26938,5.5,9.3,4,227,3,1,0,technical,low,0
26939,8.3,9.4,5,253,3,0,0,technical,low,0
26940,9.5,7,5,277,3,1,0,technical,low,0
26941,8.3,9.5,4,265,3,0,0,technical,medium,0
26942,6.9,4.9,4,208,4,0,0,technical,medium,0
26943,6.7,5.8,4,256,3,0,0,technical,medium,0
26944,5.5,4.9,4,156,2,0,0,technical,medium,0
26945,3.9,3.8,3,116,3,1,0,support,medium,0
26946,6.8,4.4,6,162,5,0,0,support,low,0
26947,5.6,5.8,4,183,3,0,0,support,medium,0
26948,5.5,6.5,4,217,3,0,0,technical,low,0
26949,5.7,6,5,258,4,0,0,IT,low,0
26950,5,5.4,4,264,2,0,0,product_mng,low,0
26951,5.5,5.5,5,201,4,0,0,product_mng,low,0
26952,6.7,5.7,5,175,3,0,0,RandD,low,0
26953,6.1,7,5,253,3,0,0,RandD,low,0
26954,7.4,8.4,4,216,3,0,0,RandD,low,0
26955,8.9,5.5,5,206,2,0,0,accounting,medium,0
26956,8.8,9.6,5,165,2,0,0,marketing,medium,0
26957,9.1,8,5,191,3,0,0,sales,low,0
26958,5.9,6.2,4,229,3,0,0,sales,low,0
26959,6.9,9.7,4,168,2,0,0,accounting,low,0
26960,8.1,6.8,4,161,3,0,0,accounting,low,0
26961,6.7,5.5,6,203,3,0,0,technical,low,0
26962,6.6,7.1,4,146,3,1,0,technical,medium,0
26963,7.4,6.8,4,252,5,1,0,support,medium,0
26964,5.1,9.9,5,221,3,0,0,support,medium,0
26965,7.4,6.6,4,264,2,0,0,support,medium,0
26966,5.9,9,5,271,4,0,0,technical,medium,0
26967,9.8,9.3,6,155,4,0,0,IT,low,0
26968,6.1,7.3,4,175,3,1,0,IT,low,0
26969,6.2,6.9,4,271,2,0,0,IT,medium,0
26970,3.6,5.9,3,208,2,0,1,RandD,medium,0
26971,9.6,6.8,5,147,2,0,1,sales,medium,0
26972,9.1,7.4,6,202,3,0,1,accounting,medium,0
26973,7.5,7.4,6,241,3,0,1,marketing,medium,0
26974,9.3,6,5,194,3,0,0,sales,medium,0
26975,6,5.4,4,275,3,1,0,sales,medium,0
26976,7,7.6,6,175,3,0,0,sales,medium,0
26977,9.3,7.5,4,253,2,0,0,sales,medium,0
26978,7.5,9,5,207,2,0,0,sales,medium,0
26979,4.3,9.8,5,174,3,0,1,sales,medium,0
26980,7.7,5.8,5,253,4,1,1,sales,medium,0
26981,9,8.5,4,263,3,0,0,sales,medium,0
26982,8,7.8,5,244,3,0,0,sales,medium,0
26983,7.4,6.3,4,190,2,0,0,hr,low,0
26984,10,8.5,4,160,3,0,0,technical,low,0
26985,7.1,9.5,4,160,2,0,0,technical,low,0
26986,9.3,6.7,6,177,3,0,0,technical,medium,0
26987,7,5.6,5,117,6,0,0,support,medium,0
26988,6.1,9.5,5,179,4,0,0,support,medium,0
26989,5.8,5,5,235,3,0,0,support,high,0
26990,7.6,4.4,4,131,4,0,0,IT,low,0
26991,2,5.3,7,199,4,0,0,marketing,medium,0
26992,7.4,8.1,5,160,2,0,0,accounting,medium,0
26993,6.8,7.2,4,223,3,0,1,marketing,medium,0
26994,9,6.7,5,243,3,0,1,sales,medium,0
26995,2.3,4.8,6,231,6,0,0,sales,medium,0
26996,8,7.5,4,144,4,0,0,sales,medium,0
26997,7.7,8.4,4,198,4,0,0,sales,medium,0
26998,10,9.1,4,170,4,0,0,sales,medium,0
26999,4.9,5.4,7,224,3,0,0,sales,high,0
27000,6.1,6.5,3,127,2,1,0,sales,medium,0
27001,5.8,7.5,5,265,3,0,0,sales,medium,0
27002,5.4,9.4,5,227,2,0,0,support,medium,0
27003,7.6,7.4,5,197,3,0,0,support,medium,0
27004,8.9,9.3,6,160,2,0,0,support,high,0
27005,7.7,5.4,4,237,4,0,0,management,medium,0
27006,8,8.7,5,230,2,0,0,IT,medium,0
27007,6.2,9.2,6,159,3,0,0,IT,low,0
27008,7.9,7.2,5,202,3,0,0,IT,low,0
27009,8.8,8.5,5,241,3,0,0,product_mng,low,0
27010,9.7,8.6,4,197,2,0,0,sales,low,0
27011,2.1,7.4,6,151,4,0,0,accounting,high,0
27012,7.3,8.8,5,246,3,1,0,technical,low,0
27013,2.6,7.1,7,199,2,0,0,marketing,high,0
27014,3.4,8.7,5,293,2,0,0,sales,high,0
27015,7.7,5.2,5,226,3,0,0,sales,medium,0
27016,3.6,7.3,4,197,3,0,0,sales,medium,0
27017,9.3,5.8,4,225,3,0,0,sales,medium,0
27018,7.4,6.6,4,187,2,0,0,sales,low,0
27019,5,9.1,4,250,2,0,0,sales,medium,0
27020,4.5,6.4,6,143,4,0,0,accounting,medium,0
27021,5.3,5,5,195,3,0,0,hr,low,0
27022,7.5,4.8,3,294,6,0,0,hr,low,0
27023,9.3,9.4,4,193,2,0,0,technical,low,0
27024,6.4,6.5,4,191,2,0,0,technical,high,0
27025,9.9,9.9,4,168,2,0,0,technical,low,0
27026,8.1,6.2,4,197,3,0,0,technical,low,0
27027,6,9.1,5,246,3,0,0,technical,low,0
27028,4.8,6.8,5,173,2,1,0,technical,low,0
27029,6.6,5.6,5,151,4,0,0,support,medium,0
27030,9.3,9.7,6,265,4,0,0,support,medium,0
